video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
wu9D9hdwOQ8,q1,yes,a2,,,"Although the transcript doesn’t clearly identify the speaker, the statement, \""so sorry about what happened earlier. I don't know why I got all the work done,\"" implies that the speaker is the man in the gray sweater and indicates his profound sense of remorse.",,,,,,,55,60
wu9D9hdwOQ8,q2,no,,,,"The transcript does not provide enough detail to identify the man in the black suit or capture the lady's emotions, which require listening to her tone and seeing her facial expressions.",,1,1,,1,,,
wu9D9hdwOQ8,q3,no,,,,The transcript does not clarify which statements are made by the man in the gray sweater.,,1,,,,,,
wu9D9hdwOQ8,q4,yes,a0,,,"The statement \""Look, I am...\"" conveys a palpable sense of nervousness, especially as it is immediately followed by the man's remorseful apology.",,,,,,,52,60
wu9D9hdwOQ8,q5,yes,a0,,,"It can be assumed that the statement, \""Ugh! I'm gonna have to pull out all the stops if I'm gonna get this thing approved,\"" is being said by the woman. The interjection \""Ugh!\"" also expresses her frustration, emphasizing her determination to get the approval.",,,,,,,22,26
wu9D9hdwOQ8,q6,no,,,,"The transcript does not allow us to identify the man in the black sweater, nor does it enable us to pinpoint when he was being quiet.",,1,,,,,,
wu9D9hdwOQ8,q7,no,,,,"While the timestamp enables us to attribute the quote to the bald man, the tone of voice remains indiscernible from the video.",,,,,1,,,
wu9D9hdwOQ8,q8,no,,,,"The answer choices necessitate information on whether she is using a laptop, as well as details about other individuals described by the colors of their clothing, none of which can be determined from the transcript.",1,1,,,,,,
wu9D9hdwOQ8,q9,yes,a2,,,"Based on the conversation, the statement, \""And Kevin forgot I was even working on this pitch?\"" most likely suggests that she is referring to her boss, implying that she perceives him as incompetent.",,,,,,,19,22
wu9D9hdwOQ8,q10,yes,a2,,,"The woman's statement, \""First it was, we'll find a place for you. Now it's, we'll figure something out,\"" where she voices complaints throughout, conveys a sense of growing frustration and annoyance.",,,,,,,13,19
wu9D9hdwOQ8,q11,no,,,,"The transcript does not clarify whether the woman is conversing with the man in the suit, and her facial expression, along with her tone, is essential to accurately determine her sentiments toward him.",,1,1,,1,,,
wu9D9hdwOQ8,q12,no,,,,"While the conversation conveys a sense of annoyance, the full extent and subtleties of the woman's reaction cannot be discerned from the transcript alone.",,,1,1,1,,,
wu9D9hdwOQ8,q13,yes,a2,a3,,"The conversation in the first half of the transcript implies that the woman is frustrated with her coworkers, and the potential relocation of the person she’s speaking to introduces additional uncertainty to her job situation.",,,,,,,0,26
wu9D9hdwOQ8,q14,no,,,,"Although tension is evident in the transcript, a full understanding of the interaction requires additional information about the woman’s tone, body language, and facial expressions.",,,1,1,1,,,
wu9D9hdwOQ8,q15,no,,,,"Similarly, the woman's underlying feelings behind her statements cannot be discerned from the transcript alone.",,,1,1,1,,,
wu9D9hdwOQ8,q16,no,,,,"Assessing politeness necessitates an analysis of the woman's body language and tone, rather than relying solely on her words.",,,,1,1,,,
wu9D9hdwOQ8,q17,no,,,,"It can be assumed that this is when the woman said \""Sure,\"" but understanding the manner in which she said it requires insight into her tone and facial expression.",,,1,,1,,,
wxhUTK7xbz8,q1,yes,a1,a3,,"The tendency to look downward at one's hands to avoid eye contact is a common indicator of anxiety, as reinforced by the speech content.",,,,,,,0,5
wxhUTK7xbz8,q2,no,,,,"Without additional information on the woman’s facial expressions, it is impossible to discern how she was reacting to the man.",,,1,,,,,
wxhUTK7xbz8,q3,no,,,,"The woman’s raised eyebrows might relate to how the man conveyed version 3, whether through stuttering, reluctance, or other similar behaviors, and such nuances cannot be discerned from the transcript alone.",,,1,,,Information on paralanguage elements is necessary.,,
wxhUTK7xbz8,q4,no,,,,The man’s intentions cannot be deduced without examining the visual footage of him holding the pole of the swing and considering the surrounding environment.,1,,,1,,,,
wxhUTK7xbz8,q5,yes,a0,a1,,"The timestamp shows that the woman’s smile transformed into a frown when the man responded with \""No,\"" indicating that she was displeased by his answer.",,,,,,,51,54
wXQ1EhVW2xQ,q1,yes,a0,,,"When one of the women says, \""I don't need any help,\"" it can be inferred that she is indicating she doesn't require assistance with operating the vending machine.",,,,,,,0,2
wXQ1EhVW2xQ,q2,yes,a0,,,"Although the contextual background is absent, it can be inferred that a grave incident transpired, leading to a strained relationship.",,,,,,,0,59
wXQ1EhVW2xQ,q3,yes,a0,,,"Given the seriousness implied by the transcript, it is reasonable to assume that the woman shakes her head before apologizing, signifying her disappointment or regret, which is a typical reaction in such situations.",,,,,,,48,59
wXQ1EhVW2xQ,q4,no,,,,"Although the general seriousness is evident, understanding the subtle changes in atmosphere requires the consideration of tone and facial expressions.",,,1,,1,,,
wXQ1EhVW2xQ,q5,no,,,,"Sighs can manifest in various forms, and the underlying emotion can only be accurately inferred by viewing the actual video footage.",,,1,,,Information on paralanguage elements is necessary.,,
XE1tSH1Ddt8,q1,yes,a0,,,"Her statement, \""I don't like to be lectured to. I'm not a child,\"" suggests that at 0:02, the woman could be walking away because she is fed up with the man.",,,,,,,0,2
XE1tSH1Ddt8,q2,yes,a2,,,"Her direct statement, \""You were seducing the luscious Linnea?\"" indicates that she probably threw something immediately after to express her anger towards the man.",,,,,,,36,38
XE1tSH1Ddt8,q3,yes,a3,,,"Although the transcript does not reveal the speaking tone, the content of the conversation strongly suggests a combative tone, characterized by a back-and-forth exchange of accusations and insults.",,,,,,,0,60
XE1tSH1Ddt8,q4,yes,a2,,,"By saying, \""So, while I was out being a drunken lush, you were seducing the luscious Linnea?\"" the woman implies she is angry that he was engaging with another woman while she was incapacitated and unwell.",,,,,,,30,38
XE1tSH1Ddt8,q5,yes,a1,,,"The man responds with evident frustration, repeating \""Nothing happened\"" in response to accusations of infidelity and asserting that he returned early to be with her.",,,,,,,39,60
XE1tSH1Ddt8,q6,yes,a2,,,Lashing out over minor issues and harboring suspicions of infidelity indicate an unhealthy dynamic between the two.,,,,,,,0,60
XNxn_IuZ0bA,q1,no,,,,"The transcript indicates the presence of Mr. Zimmer and Mr. Hawks, but it does not provide enough information to identify which one is wearing the light blue shirt.",,1,,,,,,
XNxn_IuZ0bA,q2,no,,,,"Although the woman emphasizes her point by stating that she will get in trouble, the answer choices focus on her tone, which cannot be determined from the transcript alone.",,,,,1,,,
XNxn_IuZ0bA,q3,no,,,,"Without information on her facial expressions and movements, it is impossible to make a definitive statement about the woman's intentions when she turns around.",,,1,1,,,,
XNxn_IuZ0bA,q4,no,,,,"While the transcript suggests a greeting exchange, the answer choices necessitate details about the tone, which cannot be discerned from the transcript alone.",,,,,1,,,
XNxn_IuZ0bA,q5,no,,,,"The transcript lacks details about when the blonde woman looks down, making it impossible to connect this action to a specific part of the conversation.",,,,1,,,,
xXIq7YPkdUQ,q1,yes,a3,,,"The woman’s speech indicates that her work with her research team is expansive, offering guidance to the audience, and she appears to be deeply passionate about it.",,,,,,,0,60
xXIq7YPkdUQ,q2,yes,a3,,,"The woman explicitly states that \""what we found was a much more complicated, nuanced, and multi-dimensional definition,\"" implying that she partially disagrees with the often oversimplified portrayals presented by the media.",,,,,,,22,35
xXIq7YPkdUQ,q3,no,,,,"To accurately discern the woman's attitude, one must consider her facial expressions, body language, and tone, aspects that the mere transcript cannot elucidate.",,,1,1,1,,,
xXIq7YPkdUQ,q4,yes,a0,,,The woman's speech projects confidence and explores detailed examples thoroughly.,,,,,,,0,60
xXIq7YPkdUQ,q5,yes,a1,,,"At the end, the woman pauses to engage with the audience, encouraging them to reflect on the discussion and offering a suggestion, which implies she intends to impart a meaningful message.",,,,,,,58,60
y5rf-o_w-Ds,q1,yes,a0,a2,,"According to the transcript, the man asked the woman if she wished to try on the clothes. The woman appeared hesitant, possibly because of a prior incident where the man’s loose tongue had caused issues. He urged her by proposing she try only the shoes, yet she maintained her caution throughout.",,,,,,,0,47
y5rf-o_w-Ds,q2,yes,a0,,,"The woman seems to lack trust in the man, and her repetition of \""Not one word\"" appears to be an effort to make her message unmistakably clear to him.",,,,,,,44,46
y5rf-o_w-Ds,q3,yes,a1,,,"The woman's concern over a past incident, combined with her repeated emphasis on him keeping his mouth shut, suggests that she does not trust the man very much.",,,,,,,0,47
y5rf-o_w-Ds,q4,no,,,,"Without additional context regarding the relationship between the two, the conversation alone makes it impossible to determine which individual is more experienced, and the question itself does not specify in what area this experience pertains.",,1,,,,,,
y5rf-o_w-Ds,q5,no,,,,"While the woman’s emphatic nature is evident, the tone remains indeterminable from the transcript alone.",,,,,1,,,
yDDRstyk9Dg,q1,no,,,,"The transcript does not clarify which individual is the man and which is the woman. Moreover, because the topic is relatively neutral, the confidence in his speech cannot be determined without further information on tone or body language.",,1,,1,1,,,
yDDRstyk9Dg,q2,no,,,,"Once again, the transcript does not reveal which portion is spoken by the woman, and her attitude cannot be conclusively determined without additional context regarding her tone and body language.",,1,,1,1,,,
yDDRstyk9Dg,q3,yes,a0,,,"The formality of the interaction hinges on the scene context. Nevertheless, based solely on the transcript, it appears to be a cordial discussion about an esports team, absent of any disagreement.",,,,,,,0,60
yDDRstyk9Dg,q4,no,,,,The man's attitude cannot be discerned from the transcript without additional insight into his tone and body language while he speaks.,,,,1,1,,,
yDDRstyk9Dg,q5,no,,,,"Segments of the conversation evidently serve as responses to questions. However, without further insight into the manner in which these answers are delivered, the speaker's intentions cannot be precisely discerned.",,,,,1,Information on speech delivery elements is needed.,,
YsBSR_z9BR8,q1,no,,,,The transcript does not reveal the presence of an audience or convey how they feel.,1,,1,1,,,,
YsBSR_z9BR8,q2,no,,,,"Lacking details on positioning, the man on the left cannot be identified from the transcript, and around 0:37, his emotional expression remains undetermined without additional insight into facial expressions, tone, or movement.",,1,1,1,1,,,
YsBSR_z9BR8,q3,no,,,,"Once again, it is impossible to discern the audience's reaction from the transcript.",1,,1,1,,,,
YsBSR_z9BR8,q4,no,,,,The transcript does not provide sufficient information to pinpoint the moment the interview shifts to the second person.,,1,,,,,,
YsBSR_z9BR8,q5,no,,,,The transcript provides no means to ascertain which portion of the conversation pertains to Colbert.,,1,,,,,,
