video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
TewPhK6CZ-Q,q2,yes,a0,,,Both men seem to be confident and passionate to be sharing their opinion on the matter.,1,,,1,,1,,0,59
TewPhK6CZ-Q,q3,yes,a1,,,"He responds with \""I think is a fantastic idea,\"" but then adds his opinion on what can be improved.",1,,,,,,,34,59
TewPhK6CZ-Q,q4,yes,a2,,,"He responds with \""I think is a fantastic idea,\"" but then adds his opinion on what can be improved.",1,,,,,,,34,59
TewPhK6CZ-Q,q5,yes,a2,,,"He seems like he was listening to the other man, but he looks and move around in his chair, not paying attention fully.",,,,1,1,,,0,35
TGbe5v-Pz2E,q1,yes,a2,,,"At 00:11 he tells the man driving, \""yo it's all good, man\"".",1,,,,,,,10,13
TGbe5v-Pz2E,q2,yes,a3,,,She is unhappy that he tells her she criticizes his driving in a defensive and confrontational tone.,1,,,1,,,,0,16
TGbe5v-Pz2E,q3,yes,a0,,,She keeps interrupting the man speaking and does try to listen to him.,1,,,,,,,0,59
TGbe5v-Pz2E,q4,yes,a1,,,She puts her hand on her face to express that she feels distressed.,,,,,1,,,0,59
TGbe5v-Pz2E,q5,yes,a3,,,"She opens her eyes widely and raised his voice, reacting to the man's statement angrily.",1,,,1,,1,,41,45
TGbe5v-Pz2E,q6,yes,a1,,,"His facial expression suggests that he feels uncomfortable by the situation and he constantly moves around in his seat, expressing his anxieties.",,,,1,1,,,0,59
tQW5JYgxCbk,q1,yes,a2,,,The woman is trying to show off her jacket to the camera and the man pets her to feel the jacket.,1,1,,,1,,,0,10
tQW5JYgxCbk,q2,yes,a1,,,"We can assume that the jacket can be worn by anyone, even mothers.",1,,,,,,,0,15
TTY4WKXoPac,q1,yes,a1,,,"The man says at 00:40, \""why has age ravaged me?\"", wondering why look wise he has aged the most. His facial expression shows worry.",1,,,1,,,,38,59
TTY4WKXoPac,q2,no,,,,"The question in unclear. There are multiple men wearing blue, so we don't know which one the question is asking about.",,,,,,,A clearer question.,,
TTY4WKXoPac,q3,no,,,,"The question in unclear. There are multiple men wearing blue, so we don't know which one the question is asking about.",,,,,,,A clearer question.,,
TTY4WKXoPac,q4,yes,a2,,,"He explicitly expresses, \""so lucky\"" when the man in checked blue shirt is telling his story about being emotionless.",1,,,,,,,13,15
TTY4WKXoPac,q5,yes,a2,,,He nods as the man in checked blue shirt tells the audience about himself being emotionless.,,,,,1,,,13,15
uivjORoSW0k,q1,yes,a0,,,The audience applauds because they find the man's trying to enact his part as Liam Neeson's grandfather amusing.,1,1,,,,,,0,30
uivjORoSW0k,q2,yes,a3,a2,,He laughs at the man's joke about playing a part as Liam Neeson's grandfather.,1,,,,,,,0,16
uivjORoSW0k,q3,yes,a3,,,He laughs and enjoys the other man's jokes.,,,,1,,1,,0,59
uivjORoSW0k,q4,yes,a0,a2,,He laughs at the man's joke about playing a part as Liam Neeson's grandfather.,1,1,,1,,1,,0,59
uivjORoSW0k,q5,yes,a0,,,He is apologizing to the other man for interrupting.,1,,,,1,,,24,26
urYGhhMOToU,q1,yes,a3,,,He is angry that people think negatively of him.,1,,,1,,1,,12,59
urYGhhMOToU,q2,no,,,,The man does not nod in the video. It is unclear which part of the scene the question is referring to.,,,,,,,A clearer question.,,
urYGhhMOToU,q3,yes,a3,,,He is angry that people think negatively of him. He raises his voice trying to defend his image.,1,,,,,,,45,59
urYGhhMOToU,q4,yes,a1,,,He is telling the audience how the interview with the man in cowboy hat went.,1,,,,,,,0,11
urYGhhMOToU,q5,yes,a2,,,He raises his voice and his facial expression shows that he is angered.,1,,,1,,1,,45,59
UwPd_D3y3Pk,q1,yes,a3,a2,,He is amused by how the woman is advertising her home country.,1,,,1,,,,0,59
UwPd_D3y3Pk,q2,yes,a0,,,"She is the prime minister of Scotland and is trying to advertise her country. She lists all the things she loves about Scotland, like foods at 0:19.",1,,,1,,,,0,59
UwPd_D3y3Pk,q3,yes,a2,,,Her facial expression and voice tone suggest that she is being sarcastic.,1,,,1,,1,,45,53
UwPd_D3y3Pk,q4,yes,a1,,,She mentions it when she was listing all the great foods from Scotland.,1,,,,,,,18,22
UwPd_D3y3Pk,q5,yes,a1,a3,,"She mentions it when she was listing all the great foods from Scotland. She talks passionately, and actively using her body language to emphasize her points.",1,,,1,1,1,,15,22
UwPd_D3y3Pk,q6,yes,a1,,,"He was trying to compare his own home country, America, to the woman's country Scotland.",1,,,,,,,31,59
UwPd_D3y3Pk,q7,yes,a2,,,"She talks passionately, and actively using her body language to emphasize her points.",1,,,1,1,1,,0,59
UwPd_D3y3Pk,q8,yes,a0,,,He makes jokes and speaks comfortably with the woman. He does not show any sign of nervousness.,,,,1,1,1,,0,59
UwPd_D3y3Pk,q9,yes,a0,,,They are arguing about what makes Scotland and America great in their own opinions.,1,,,,,,,0,59
UwPd_D3y3Pk,q10,yes,a0,a3,,She is the prime minister of Scotland and is trying to advertise her country. She lists all the things she loves about Scotland in the scene.,1,,,,,,,0,59
UwPd_D3y3Pk,q11,no,,,,It is unclear which part of the scene the question is referring to.,,,,,,,A clearer question.,,
UwPd_D3y3Pk,q12,yes,a1,,,"The man tells a funny remarks, comparing America to Scotland.",1,,,,,,,35,38
UwPd_D3y3Pk,q13,yes,a1,,,"She talks passionately, and actively using her body language to emphasize her points. There is no sign of nervousness or awkwardness from her.",,,,1,1,1,,0,59
UwPd_D3y3Pk,q14,yes,a2,,,He listens to the woman when she talks and afterward gives his own opinion to chime into the conversation.,1,,,,,,,0,59
v9LWNFTA2YQ,q1,yes,a3,,,"He whispers his name, trying to suggest that his comment was rude and mean towards the woman.",1,,,1,,1,,0,6
v9LWNFTA2YQ,q2,yes,a1,a3,,"He pauses as he looks down, and then proceeds to tell her the answer to her questions. Him looking down indicates that he is thinking about how to answer.",1,,,,1,,,50,59
v9LWNFTA2YQ,q3,yes,a1,,,She looks at the flower for a couple seconds and closes her eyes without saying anything to the man.,,,,1,,,,29,33
v9LWNFTA2YQ,q4,yes,a0,,,She looks at the present when the man puts it next to the bed and sits up to talk to the man at the end of the video.,,,,1,1,,,0,59
v9LWNFTA2YQ,q5,yes,a0,a2,a3,The man in red shirt speaks in a commanding tone. His uses imperative sentences.,1,,,,,1,,0,59
v9LWNFTA2YQ,q6,yes,a1,,,"We can assume that they have a friendly relationship since the man feels comfortable making rude comments to the woman at the beginning, but he comes to help the woman and even brings her a present.",1,,,,,,,0,59
vE0R-Gw_GEA,q1,yes,a3,,,She states that she gets shaky when she touches velvet at 00:55.,1,,,,,,,53,56
vE0R-Gw_GEA,q2,yes,a0,a1,,They talk about how she has a service dog to help her with sensory overload.,1,,,,,,,0,59
vE0R-Gw_GEA,q3,yes,a0,,,He thinks the story that the girl is saying is hard to believe since he probably does not experience it.,1,,,1,,1,,50,59
vE0R-Gw_GEA,q4,yes,a2,,,She tells the man in black that the dog can be forceful when it is trying to help her get out of her sensory overload episode.,1,,,,,,,30,37
vE0R-Gw_GEA,q5,no,,,,"In the video it is mentioned that she has autism, which we can assume is the reason to her sensitivity.",,,,,,,Better answer choices that reflect the scene.,,
VITNLDx3Kgk,q1,yes,a0,,,"He talks in an authoritative tone, but he does not say anything rude or condescending towards the other man. He is also willing to learn the other man's secret handshake.",1,,,,,1,,0,59
VITNLDx3Kgk,q2,yes,a3,,,He was willing to let the other man teach him how to do the handshake.,1,,,,1,,,30,45
VITNLDx3Kgk,q3,yes,a2,,,"The man in black follows the other man's lead, but he tries to be friendly by teaching him the handshake.",1,,,,1,,,0,59
VITNLDx3Kgk,q4,yes,a2,,,"He responds with \""alright, cool\"" and walks away when the other man says he does not curse.",1,,,,,,,54,56
VITNLDx3Kgk,q5,yes,a1,,,He talks in an authoritative tone and he tells the man in black what to do in a commanding tone.,1,,,,,1,,0,59
VIVkYG31Oas,q1,no,,,,She sounds passionate about the information that she is telling the audience. None of the answers reflects her emotion.,,,,,,,Better answer choices that reflect her emotion.,,
VIVkYG31Oas,q2,yes,a2,,,She is informing the audience why it is counterproductive to argue and what arguing does to your brain.,1,,,,,,,0,59
VIVkYG31Oas,q3,yes,a2,a3,,She cites psychologists to convince the audience that her argument has scientific reasoning.,1,1,,,,,,13,35
VIVkYG31Oas,q4,yes,a3,,,"She tells the audience that arguments is not a healthy approach to conflict. She explicitly says, \""stop trying to win the argument.\""",1,,,,,,,0,59
VIVkYG31Oas,q5,yes,a3,,,"She explains the audience that arguments is not healthy and at the end of the video, she states that people should be having discussions instead when there are conflicts.",1,,,,,,,0,59
VIVkYG31Oas,q6,no,,,,"When she talks about hostile situation, only illustration is being displayed so we cannot tell how the woman feels about it.",,,,,,,Anything to help us understand her true feelings.,,
VIVkYG31Oas,q7,yes,a2,,,She is talking about the topic passionately and her hand gesture suggests that.,,,,,1,1,,0,59
VIVkYG31Oas,q8,yes,a0,a3,,"She is speaking passionately, evident in her facial expression, body language and voice tone.",1,,,1,1,1,,0,59
VIVkYG31Oas,q9,yes,a1,a2,,"She is speaking passionately, evident in her facial expression, body language and voice tone.",1,,,1,1,1,,0,59
VIVkYG31Oas,q10,yes,a1,,,"She talks passionately without showing any nervousness, and she tries to increase the credibility of her argument by citing a psychologist.",1,,,,,1,,0,59
VIVkYG31Oas,q11,yes,a0,,,"She is speaking passionately, evident in her facial expression, body language and voice tone.",1,,,1,1,1,,0,59
VIVkYG31Oas,q12,no,,,,She sounds passionate about the information that she is telling the audience. None of the answers reflects her emotion.,,,,,,,Better answer choices that reflect her emotion.,,
VIVkYG31Oas,q13,yes,a3,,,She is talking about the topic passionately and her hand gesture suggests that.,,,,,1,1,,0,59
VIVkYG31Oas,q14,yes,a3,,,"She is trying to tell a message to the audience, so she smiles to show her enthusiasm talking about the topic.",1,1,,1,,,,0,59
vjZDdaFTubE,q1,yes,a1,a2,,Her facial expression and voice tone imply that she thinks seriously of the matter being discussed.,1,,,1,,1,,0,59
vjZDdaFTubE,q2,yes,a1,,,"They seem to be making a video of a vlog (video blog), this suggest they are in friendly terms with each other.",,1,,,,,,0,59
vjZDdaFTubE,q3,yes,a1,,,The man and the woman are laughing at the man's statement about how the woman has had a difficult few months.,1,,,,,,,32,40
vjZDdaFTubE,q4,yes,a1,,,The man and the woman are laughing at the man's statement about how the woman has had a difficult few months. They are laughing about the unfortunate reality of the woman.,1,,,,,,,32,40
vjZDdaFTubE,q5,yes,a1,,,"After laughing about the rough times that the woman has had for the past few months, they switch back to a flat tone because they want to discuss it seriously.",1,1,,,,,,41,59
Vmo12BffgQc,q1,yes,a0,,,"Her voice cracks when she says \""you too, Ma'am,\"" suggesting that she feels nervous.",,,,1,,1,,12,15
Vmo12BffgQc,q2,yes,a2,,,"She smiles and says, \""such a pleasure to meet you Susan\"". She laughs a little bit too, suggesting she is pleased to see them.",1,,,1,,,,0,15
Vmo12BffgQc,q3,yes,a3,,,"He is done introducing the girl to his mom, so he wants to be left alone by her. The blonde woman takes the hind and leaves afterward.",,1,,1,,,,16,26
Vmo12BffgQc,q4,yes,a2,a3,,He was trying to show his reaction about the interaction they just had with his mother without saying a word.,,1,,1,,,,26,29
Vmo12BffgQc,q5,yes,a1,,,"He tells her that his father is not with them anymore, and his facial expression and voice tone imply that he is saddened by that.",1,,,1,,1,,35,59
vTLkSpY_aYg,q1,yes,a0,,,He whispers to the camera the topic of his video and smiles to build suspense.,1,,,1,,1,,0,8
vTLkSpY_aYg,q2,yes,a3,,,"He has access to her bedroom to prank her, so we can assume that they are in friendly terms with each other. ",,1,,,,,,8,59
vTLkSpY_aYg,q3,yes,a0,,,He is trying to pull a prank on someone and he does not want the person to hear him speak.,1,,,,,1,,9,38
vTLkSpY_aYg,q4,yes,a2,,,He explains to the audience the prank he is about to perform step-by-step.,1,,,,,,,9,38
vTLkSpY_aYg,q5,yes,a2,,,"She is reacting to the prank pulled on her and screams, \""that was so scary!\""",1,,,1,1,1,,55,59
vZAQjsoMbKY,q1,yes,a0,,,"They are in disbelief when they find out about her identity, and start trying to engage in conversation to praise her.",1,,,1,1,1,,0,59
vZAQjsoMbKY,q2,yes,a0,,,"She responds to the man's statement with, \""How do you know all of this?\"" wondering how the man learn about the fact.",1,,,1,,,,15,19
vZAQjsoMbKY,q3,yes,a2,,,"She nods and she makes an uncomfortable facial expression, suggesting that she is angered by the man's action but trying to hold it in.",1,,,1,,,,20,27
vZAQjsoMbKY,q4,yes,a3,,,"She rapidly sits back on the sofa when the lady in pink tells her not to leave yet and makes an awkward facial expression saying, \""yep\"".",1,1,,1,,,,27,32
vZAQjsoMbKY,q5,yes,a0,,,She smiles and she happily engages in the conversation.,1,,,1,,,,27,59
wA4i3eHKsTQ,q1,yes,a0,,,"He states, \""a bit of a problem\"" when it is mentioned, showing concern on his face.",1,,,1,,1,,28,35
wA4i3eHKsTQ,q2,yes,a3,,,"He states, \""I like what you've done with the place, it's nice.\""",1,1,,,,,,10,15
wA4i3eHKsTQ,q3,yes,a0,,,They both laugh at the man's commentary.,1,,,1,,,,20,23
wA4i3eHKsTQ,q4,no,,,,"The scene takes place in an interview show, and the man in glasses in the show.",,,,,,,Better answer that reflect the scene.,,
wA4i3eHKsTQ,q5,yes,a0,a1,,"He states, \""I like what you've done with the place, it's nice.\"" while looking around, discussing how what he thinks of the set.",1,1,,,,,,0,20
waE2GdoBW68,q1,yes,a1,,,"He cheers on her while she goes down the slide, having fun on her own. His voice tone shows his enthusiasm.",1,,,,,1,,0,59
waE2GdoBW68,q2,yes,a0,,,"They are talking about the toy's character, Ralph from Wreck It Ralph.",1,,,,,,,0,14
waE2GdoBW68,q3,yes,a3,,,"She smiles when she lands, and she asks the man if she can do it again because she enjoyed it the first time.",1,,,1,,,,16,59
waE2GdoBW68,q4,yes,a2,,,"They seem comfortable in each other, speaking in a friendly manner to each other. The girl also does not hesitate to ask permission to use the slide twice to the man, implying friendly relationships between them.",1,1,,,,,,0,59
